algorithm,average bounded slowdown,renewable energy utilization
FCFS,121.43919653826782,0.6124791816725295
F2,61.390766085570505,0.6244398729896773
LPTPN,291.73453040285364,0.7223943514449818
PPO,71.57999705311748,0.6905330701663632
MARL,19.745363248767454,0.7670941662505524
